;Tweets;Label;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
32;Ketua DPD RI Terima Aspirasi Keterbatasan Perangkat Monitoring Siaran TV Digital dari KPID Jatim LaNyalla… ;1;ketua allcaps dpd ri allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital dari allcaps kpid allcaps jatim lanyalla;['ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim', 'lanyalla'];['ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim', 'lanyalla'];['ketua', 'allcaps', 'dpd', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'allcaps', 'kpid', 'allcaps', 'jatim', 'lanyalla'];ketua allcaps dpd allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital allcaps kpid allcaps jatim lanyalla;ketua allcaps dpd allcaps terima aspirasi batas perangkat monitoring siar tv digital allcaps kpid allcaps jatim lanyalla
34;KAPAN SUNTIK MATI TV ANALOG SELESAI? Ini Kata Menteri Johnny  Jadwal penghentian siaran TV analog dan dialihkan ke TV digi…;0;allcaps kapan suntik mati tv analog selesai allcaps ini kata menteri johnny jadwal penghentian siaran tv analog dan dialihkan ke tv digi;['allcaps', 'kapan', 'suntik', 'mati', 'tv', 'analog', 'selesai', 'allcaps', 'ini', 'kata', 'menteri', 'johnny', 'jadwal', 'penghentian', 'siaran', 'tv', 'analog', 'dan', 'dialihkan', 'ke', 'tv', 'digi'];['allcaps', 'kapan', 'suntik', 'mati', 'tv', 'analog', 'selesai', 'allcaps', 'ini', 'kata', 'menteri', 'johnny', 'jadwal', 'penghentian', 'siaran', 'tv', 'analog', 'dan', 'dialihkan', 'ke', 'tv', 'digi'];['allcaps', 'suntik', 'mati', 'tv', 'analog', 'selesai', 'allcaps', 'menteri', 'johnny', 'jadwal', 'penghentian', 'siaran', 'tv', 'analog', 'dialihkan', 'tv', 'digi'];allcaps suntik mati tv analog selesai allcaps menteri johnny jadwal penghentian siaran tv analog dialihkan tv digi;allcaps suntik mati tv analog selesai allcaps menteri johnny jadwal henti siar tv analog alih tv digi
35;SIARAN PERS Ketua DPD RI Senin, 19 Desember 2022.   Ketua DPD RI Terima Aspirasi Keterbatasan Perangkat Monitoring Sia…;1;allcaps siaran pers allcaps ketua allcaps dpd ri allcaps senin number desember number ketua allcaps dpd ri allcaps terima aspirasi keterbatasan perangkat monitoring sia;['allcaps', 'siaran', 'pers', 'allcaps', 'ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'senin', 'number', 'desember', 'number', 'ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'sia'];['allcaps', 'siaran', 'pers', 'allcaps', 'ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'senin', 'number', 'desember', 'number', 'ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'sia'];['allcaps', 'siaran', 'pers', 'allcaps', 'ketua', 'allcaps', 'dpd', 'allcaps', 'senin', 'number', 'desember', 'number', 'ketua', 'allcaps', 'dpd', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'sia'];allcaps siaran pers allcaps ketua allcaps dpd allcaps senin number desember number ketua allcaps dpd allcaps terima aspirasi keterbatasan perangkat monitoring sia;allcaps siar pers allcaps ketua allcaps dpd allcaps senin number desember number ketua allcaps dpd allcaps terima aspirasi batas perangkat monitoring sia
36;SIARAN PERS Ketua DPD RI Senin, 19 Desember 2022.   Ketua DPD RI Terima Aspirasi Keterbatasan Perangkat Monitoring… ;1;allcaps siaran pers allcaps ketua allcaps dpd ri allcaps senin number desember number ketua allcaps dpd ri allcaps terima aspirasi keterbatasan perangkat monitoring;['allcaps', 'siaran', 'pers', 'allcaps', 'ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'senin', 'number', 'desember', 'number', 'ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring'];['allcaps', 'siaran', 'pers', 'allcaps', 'ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'senin', 'number', 'desember', 'number', 'ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring'];['allcaps', 'siaran', 'pers', 'allcaps', 'ketua', 'allcaps', 'dpd', 'allcaps', 'senin', 'number', 'desember', 'number', 'ketua', 'allcaps', 'dpd', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring'];allcaps siaran pers allcaps ketua allcaps dpd allcaps senin number desember number ketua allcaps dpd allcaps terima aspirasi keterbatasan perangkat monitoring;allcaps siar pers allcaps ketua allcaps dpd allcaps senin number desember number ketua allcaps dpd allcaps terima aspirasi batas perangkat monitoring
37;Mantap 👍 selamat menikmati siaran TV digital bagi masyarakat yang sudah mendapatkan STB gratis dari Kemkominfo. ;2;mantap selamat menikmati siaran tv digital bagi masyarakat yang sudah mendapatkan allcaps stb allcaps gratis dari kemkominfo;['mantap', 'selamat', 'menikmati', 'siaran', 'tv', 'digital', 'bagi', 'masyarakat', 'yang', 'sudah', 'mendapatkan', 'allcaps', 'stb', 'allcaps', 'gratis', 'dari', 'kemkominfo'];['mantap', 'selamat', 'menikmati', 'siaran', 'tv', 'digital', 'bagi', 'masyarakat', 'yang', 'sudah', 'mendapatkan', 'allcaps', 'stb', 'allcaps', 'gratis', 'dari', 'kemkominfo'];['mantap', 'selamat', 'menikmati', 'siaran', 'tv', 'digital', 'masyarakat', 'allcaps', 'stb', 'allcaps', 'gratis', 'kemkominfo'];mantap selamat menikmati siaran tv digital masyarakat allcaps stb allcaps gratis kemkominfo;mantap selamat nikmat siar tv digital masyarakat allcaps stb allcaps gratis kemkominfo
38;Ketua DPD RI Terima Aspirasi Keterbatasan Perangkat Monitoring Siaran TV Digital dari KPID Jatim ;1;ketua allcaps dpd ri allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital dari allcaps kpid allcaps jatim;['ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim'];['ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim'];['ketua', 'allcaps', 'dpd', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'allcaps', 'kpid', 'allcaps', 'jatim'];ketua allcaps dpd allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital allcaps kpid allcaps jatim;ketua allcaps dpd allcaps terima aspirasi batas perangkat monitoring siar tv digital allcaps kpid allcaps jatim
40;Ketua DPD RI Terima Aspirasi Keterbatasan Perangkat Monitoring Siaran TV Digital dari KPID Jatim  Selengkapnya:… ;1;ketua allcaps dpd ri allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital dari allcaps kpid allcaps jatim selengkapnya;['ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim', 'selengkapnya'];['ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim', 'selengkapnya'];['ketua', 'allcaps', 'dpd', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'allcaps', 'kpid', 'allcaps', 'jatim', 'selengkapnya'];ketua allcaps dpd allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital allcaps kpid allcaps jatim selengkapnya;ketua allcaps dpd allcaps terima aspirasi batas perangkat monitoring siar tv digital allcaps kpid allcaps jatim lengkap
41;Ketua DPD RI Terima Aspirasi Keterbatasan Perangkat Monitoring Siaran TV Digital dari KPID Jatim    LaNyalla;1;ketua allcaps dpd ri allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital dari allcaps kpid allcaps jatim lanyalla;['ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim', 'lanyalla'];['ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim', 'lanyalla'];['ketua', 'allcaps', 'dpd', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'allcaps', 'kpid', 'allcaps', 'jatim', 'lanyalla'];ketua allcaps dpd allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital allcaps kpid allcaps jatim lanyalla;ketua allcaps dpd allcaps terima aspirasi batas perangkat monitoring siar tv digital allcaps kpid allcaps jatim lanyalla
42; Nobar pildun thn ini g rame. aplg d daerah kami g ad rasa ny.pildun sblm2 ny rame banget..smua pd demam… ;1;nobar pildun thn ini rame aplg daerah kami ad rasa ny pildun sblm2 ny rame banget repeated smua pd demam;['nobar', 'pildun', 'thn', 'ini', 'rame', 'aplg', 'daerah', 'kami', 'ad', 'rasa', 'ny', 'pildun', 'sblm2', 'ny', 'rame', 'banget', 'repeated', 'smua', 'pd', 'demam'];['nobar', 'pildun', 'tahun', 'ini', 'ramai', 'aplg', 'daerah', 'kami', 'ada', 'rasa', 'ny', 'pildun', 'sblm2', 'ny', 'ramai', 'banget', 'repeated', 'smua', 'pada', 'demam'];['nobar', 'pildun', 'ramai', 'aplg', 'daerah', 'ny', 'pildun', 'sblm2', 'ny', 'ramai', 'banget', 'repeated', 'smua', 'demam'];nobar pildun ramai aplg daerah ny pildun sblm2 ny ramai banget repeated smua demam;nobar pildun ramai aplg daerah ny pildun sblm2 ny ramai banget repeated smua demam
43;Ketua DPD RI Terima Aspirasi KPID Jatim Kurang  Perangkat Siaran TV Digital    ;1;ketua allcaps dpd ri allcaps terima aspirasi allcaps kpid allcaps jatim kurang perangkat siaran tv digital;['ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'terima', 'aspirasi', 'allcaps', 'kpid', 'allcaps', 'jatim', 'kurang', 'perangkat', 'siaran', 'tv', 'digital'];['ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'terima', 'aspirasi', 'allcaps', 'kpid', 'allcaps', 'jatim', 'kurang', 'perangkat', 'siaran', 'tv', 'digital'];['ketua', 'allcaps', 'dpd', 'allcaps', 'terima', 'aspirasi', 'allcaps', 'kpid', 'allcaps', 'jatim', 'perangkat', 'siaran', 'tv', 'digital'];ketua allcaps dpd allcaps terima aspirasi allcaps kpid allcaps jatim perangkat siaran tv digital;ketua allcaps dpd allcaps terima aspirasi allcaps kpid allcaps jatim perangkat siar tv digital
45;Ketua DPD RI Terima Aspirasi Keterbatasan Perangkat Monitoring Siaran TV Digital dari KPID Jatim.  KetuaDPDRI… ;1;ketua allcaps dpd ri allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital dari allcaps kpid allcaps jatim ketuadpdri;['ketua', 'allcaps', 'dpd', 'ri', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim', 'ketuadpdri'];['ketua', 'allcaps', 'dpd', 'di', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'dari', 'allcaps', 'kpid', 'allcaps', 'jatim', 'ketuadpdri'];['ketua', 'allcaps', 'dpd', 'allcaps', 'terima', 'aspirasi', 'keterbatasan', 'perangkat', 'monitoring', 'siaran', 'tv', 'digital', 'allcaps', 'kpid', 'allcaps', 'jatim', 'ketuadpdri'];ketua allcaps dpd allcaps terima aspirasi keterbatasan perangkat monitoring siaran tv digital allcaps kpid allcaps jatim ketuadpdri;ketua allcaps dpd allcaps terima aspirasi batas perangkat monitoring siar tv digital allcaps kpid allcaps jatim ketuadpdri
46;Jadwal penghentian siaran TV analog dan dialihkan ke TV digital seharusnya berakhir pada 2 November 2022. Namun pad… ;1;jadwal penghentian siaran tv analog dan dialihkan ke tv digital seharusnya berakhir pada date namun pad;['jadwal', 'penghentian', 'siaran', 'tv', 'analog', 'dan', 'dialihkan', 'ke', 'tv', 'digital', 'seharusnya', 'berakhir', 'pada', 'date', 'namun', 'pad'];['jadwal', 'penghentian', 'siaran', 'tv', 'analog', 'dan', 'dialihkan', 'ke', 'tv', 'digital', 'seharusnya', 'berakhir', 'pada', 'date', 'namun', 'pad'];['jadwal', 'penghentian', 'siaran', 'tv', 'analog', 'dialihkan', 'tv', 'digital', 'date', 'pad'];jadwal penghentian siaran tv analog dialihkan tv digital date pad;jadwal henti siar tv analog alih tv digital date pad
47;Hallo Pemirsa tvOne! Nikmati siaran tvOne di Siaran TV Digital di frekuensi berikut:  Jakarta: UHF 34 Bandung: UHF 38 Semara…;2;hallo pemirsa tvone nikmati siaran tvone di siaran tv digital di frekuensi berikut jakarta allcaps uhf allcaps number bandung allcaps uhf allcaps number semara;['hallo', 'pemirsa', 'tvone', 'nikmati', 'siaran', 'tvone', 'di', 'siaran', 'tv', 'digital', 'di', 'frekuensi', 'berikut', 'jakarta', 'allcaps', 'uhf', 'allcaps', 'number', 'bandung', 'allcaps', 'uhf', 'allcaps', 'number', 'semara'];['hallo', 'pemirsa', 'tvone', 'nikmati', 'siaran', 'tvone', 'di', 'siaran', 'tv', 'digital', 'di', 'frekuensi', 'berikut', 'jakarta', 'allcaps', 'uhf', 'allcaps', 'number', 'bandung', 'allcaps', 'uhf', 'allcaps', 'number', 'semara'];['hallo', 'pemirsa', 'tvone', 'nikmati', 'siaran', 'tvone', 'siaran', 'tv', 'digital', 'frekuensi', 'jakarta', 'allcaps', 'uhf', 'allcaps', 'number', 'bandung', 'allcaps', 'uhf', 'allcaps', 'number', 'semara'];hallo pemirsa tvone nikmati siaran tvone siaran tv digital frekuensi jakarta allcaps uhf allcaps number bandung allcaps uhf allcaps number semara;hallo pirsa tvone nikmat siar tvone siar tv digital frekuensi jakarta allcaps uhf allcaps number bandung allcaps uhf allcaps number semara
48;Hallo Pemirsa tvOne! Nikmati siaran tvOne di Siaran TV Digital di frekuensi berikut:  Jakarta: UHF 34 Bandung: UHF… ;2;hallo pemirsa tvone nikmati siaran tvone di siaran tv digital di frekuensi berikut jakarta allcaps uhf allcaps number bandung allcaps uhf allcaps;['hallo', 'pemirsa', 'tvone', 'nikmati', 'siaran', 'tvone', 'di', 'siaran', 'tv', 'digital', 'di', 'frekuensi', 'berikut', 'jakarta', 'allcaps', 'uhf', 'allcaps', 'number', 'bandung', 'allcaps', 'uhf', 'allcaps'];['hallo', 'pemirsa', 'tvone', 'nikmati', 'siaran', 'tvone', 'di', 'siaran', 'tv', 'digital', 'di', 'frekuensi', 'berikut', 'jakarta', 'allcaps', 'uhf', 'allcaps', 'number', 'bandung', 'allcaps', 'uhf', 'allcaps'];['hallo', 'pemirsa', 'tvone', 'nikmati', 'siaran', 'tvone', 'siaran', 'tv', 'digital', 'frekuensi', 'jakarta', 'allcaps', 'uhf', 'allcaps', 'number', 'bandung', 'allcaps', 'uhf', 'allcaps'];hallo pemirsa tvone nikmati siaran tvone siaran tv digital frekuensi jakarta allcaps uhf allcaps number bandung allcaps uhf allcaps;hallo pirsa tvone nikmat siar tvone siar tv digital frekuensi jakarta allcaps uhf allcaps number bandung allcaps uhf allcaps
49;Ini merupakan kelanjutan atau perluasan area yang dimatikan siaran TV analog dan digantikan ke TV digital. Program… ;1;ini merupakan kelanjutan atau perluasan area yang dimatikan siaran tv analog dan digantikan ke tv digital program;['ini', 'merupakan', 'kelanjutan', 'atau', 'perluasan', 'area', 'yang', 'dimatikan', 'siaran', 'tv', 'analog', 'dan', 'digantikan', 'ke', 'tv', 'digital', 'program'];['ini', 'merupakan', 'kelanjutan', 'atau', 'perluasan', 'area', 'yang', 'dimatikan', 'siaran', 'tv', 'analog', 'dan', 'digantikan', 'ke', 'tv', 'digital', 'program'];['kelanjutan', 'perluasan', 'area', 'dimatikan', 'siaran', 'tv', 'analog', 'digantikan', 'tv', 'digital', 'program'];kelanjutan perluasan area dimatikan siaran tv analog digantikan tv digital program;lanjut luas area mati siar tv analog ganti tv digital program
50; mengapa siaran tv analog harus dimatikan kan ga semua rakyat mampu beli tv digital, meskipun harus nabung dulu;2;mengapa siaran tv analog harus dimatikan kan ga semua rakyat mampu beli tv digital meskipun harus nabung dulu;['mengapa', 'siaran', 'tv', 'analog', 'harus', 'dimatikan', 'kan', 'ga', 'semua', 'rakyat', 'mampu', 'beli', 'tv', 'digital', 'meskipun', 'harus', 'nabung', 'dulu'];['mengapa', 'siaran', 'tv', 'analog', 'harus', 'dimatikan', 'kan', 'tidak', 'semua', 'rakyat', 'mampu', 'beli', 'tv', 'digital', 'meskipun', 'harus', 'nabung', 'dulu'];['siaran', 'tv', 'analog', 'dimatikan', 'rakyat', 'beli', 'tv', 'digital', 'nabung'];siaran tv analog dimatikan rakyat beli tv digital nabung;siar tv analog mati rakyat beli tv digital nabung
51;Hallo Penonton Setia tvOne! Isi Survey TV Digital tvOne Ini Yuk!   Agar Siaran Digital tvOne Semakin…;2;hallo penonton setia tvone isi survey tv digital tvone ini yuk agar siaran digital tvone semakin;['hallo', 'penonton', 'setia', 'tvone', 'isi', 'survey', 'tv', 'digital', 'tvone', 'ini', 'yuk', 'agar', 'siaran', 'digital', 'tvone', 'semakin'];['hallo', 'penonton', 'setia', 'tvone', 'isi', 'survey', 'tv', 'digital', 'tvone', 'ini', 'ayo', 'agar', 'siaran', 'digital', 'tvone', 'semakin'];['hallo', 'penonton', 'setia', 'tvone', 'isi', 'survey', 'tv', 'digital', 'tvone', 'ayo', 'siaran', 'digital', 'tvone'];hallo penonton setia tvone isi survey tv digital tvone ayo siaran digital tvone;hallo tonton setia tvone isi survey tv digital tvone ayo siar digital tvone
52;  Bukan kat Siaran Digital tv ada channel parlimen ke.;1;bukan kat siaran digital tv ada channel parlimen ke;['bukan', 'kat', 'siaran', 'digital', 'tv', 'ada', 'channel', 'parlimen', 'ke'];['bukan', 'kat', 'siaran', 'digital', 'tv', 'ada', 'saluran', 'parlimen', 'ke'];['kat', 'siaran', 'digital', 'tv', 'saluran', 'parlimen'];kat siaran digital tv saluran parlimen;kat siar digital tv salur parlimen
54; Sinyal tdk stabil banyak yg tdk bisa menonton dari siaran tv digital;2;sinyal tdk stabil banyak yg tdk bisa menonton dari siaran tv digital;['sinyal', 'tdk', 'stabil', 'banyak', 'yg', 'tdk', 'bisa', 'menonton', 'dari', 'siaran', 'tv', 'digital'];['sinyal', 'tidak', 'stabil', 'banyak', 'yang', 'tidak', 'bisa', 'menonton', 'dari', 'siaran', 'tv', 'digital'];['sinyal', 'stabil', 'menonton', 'siaran', 'tv', 'digital'];sinyal stabil menonton siaran tv digital;sinyal stabil tonton siar tv digital
55;Kaleidoskop Digital 2022 – Januari: Suntik Mati TV Analog, Pemerintah Bagi 112 Wilayah Layanan Siaran di 341 Daerah… ;0;kaleidoskop digital number januari suntik mati tv analog pemerintah bagi number wilayah layanan siaran di number daerah;['kaleidoskop', 'digital', 'number', 'januari', 'suntik', 'mati', 'tv', 'analog', 'pemerintah', 'bagi', 'number', 'wilayah', 'layanan', 'siaran', 'di', 'number', 'daerah'];['kaleidoskop', 'digital', 'number', 'januari', 'suntik', 'mati', 'tv', 'analog', 'pemerintah', 'bagi', 'number', 'wilayah', 'layanan', 'siaran', 'di', 'number', 'daerah'];['kaleidoskop', 'digital', 'number', 'januari', 'suntik', 'mati', 'tv', 'analog', 'pemerintah', 'number', 'wilayah', 'layanan', 'siaran', 'number', 'daerah'];kaleidoskop digital number januari suntik mati tv analog pemerintah number wilayah layanan siaran number daerah;kaleidoskop digital number januari suntik mati tv analog perintah number wilayah layan siar number daerah
57;  itu udah pake siaran digital ya kak, keliatannya tv tabung tapi jernih banget gambarnya;2;itu udah pake siaran digital ya kak keliatannya tv tabung tapi jernih banget gambarnya;['itu', 'udah', 'pake', 'siaran', 'digital', 'ya', 'kak', 'keliatannya', 'tv', 'tabung', 'tapi', 'jernih', 'banget', 'gambarnya'];['itu', 'sudah', 'pakai', 'siaran', 'digital', 'iya', 'kak', 'keliatannya', 'tv', 'tabung', 'tapi', 'jernih', 'banget', 'gambarnya'];['pakai', 'siaran', 'digital', 'iya', 'kak', 'keliatannya', 'tv', 'tabung', 'jernih', 'banget', 'gambarnya'];pakai siaran digital iya kak keliatannya tv tabung jernih banget gambarnya;pakai siar digital iya kak liat tv tabung jernih banget gambar
